Petition,URL,State,Signatures Count
Keep gyms open for mental and physical well being.,https://petition.parliament.uk/petitions/559070,rejected,9
Furlough people who lost their jobs before furlough scheme was extended.,https://petition.parliament.uk/petitions/559073,rejected,10
"Vote of no confidence, calling for a referendum on early general elections in 21",https://petition.parliament.uk/petitions/559075,rejected,6
Stop the sale of fireworks to the general public.,https://petition.parliament.uk/petitions/559076,rejected,21
Reduce VAT to 5% for all bricks and mortar stores on our high streets.,https://petition.parliament.uk/petitions/559079,rejected,21
Backdate self-employed SEISS support for September and October,https://petition.parliament.uk/petitions/559081,open,84
Paid placement for student therapeutic and diagnostic radiographers.,https://petition.parliament.uk/petitions/559083,rejected,21
Let parents have the choice to keep children home during covid 19,https://petition.parliament.uk/petitions/559085,rejected,13
Replace furlough with a universal allowance,https://petition.parliament.uk/petitions/559087,rejected,6
Pay & Backpay furlough equivalent to women on maternity leave,https://petition.parliament.uk/petitions/559088,rejected,16
Increase corporation tax to fund the furlough scheme,https://petition.parliament.uk/petitions/559089,open,6
Give extension dates to all theory test pass certificates,https://petition.parliament.uk/petitions/559091,rejected,7
Make companies furlough all staff,https://petition.parliament.uk/petitions/559093,rejected,14
Not available in Cornwall even though its been approved for use to treat SPMS,https://petition.parliament.uk/petitions/559095,rejected,21
End all national restrictions created by the government in response to Covid 19,https://petition.parliament.uk/petitions/559097,rejected,21
Financial support for those made redundant in the Live Events due to Covid-19,https://petition.parliament.uk/petitions/559099,rejected,6
"Increase the maximum bounce back loan from £50,000 to £100,000",https://petition.parliament.uk/petitions/559102,open,94
Furlough personnel should face higher tax deductions in future not keyworkers!,https://petition.parliament.uk/petitions/559106,rejected,9
Extend the contributions based employment allowance,https://petition.parliament.uk/petitions/559110,open,33
Let us have driving lessons and driving test back.,https://petition.parliament.uk/petitions/559116,rejected,9
"Publish a cost benefit analysis of Covid-19 restrictions, including lockdown",https://petition.parliament.uk/petitions/559117,open,1159
Help the self employed who are new businesses.,https://petition.parliament.uk/petitions/559120,rejected,9
"Give equal rights to NHS staff bank workers, paid annual leave and sick leave.",https://petition.parliament.uk/petitions/559124,rejected,6
Allow people to remove their relatives from care homes if they want to.,https://petition.parliament.uk/petitions/559126,rejected,10
Include the 5 million sole traders and freelancers in the latest round of SEISS,https://petition.parliament.uk/petitions/559127,rejected,13
Stop TV licence for those paying for sky/ virgin media,https://petition.parliament.uk/petitions/559128,rejected,7
Help keep female health products on the shelf and make then free,https://petition.parliament.uk/petitions/559131,rejected,9
Allow vulnerable/elderly non-Covid hospital patients to receive a daily visitor,https://petition.parliament.uk/petitions/559132,rejected,13
New parents on Statutory Maternity to receive 80% of their wage.,https://petition.parliament.uk/petitions/559135,open,1056
Stop taxpayer money from going towards MP's £25 per day food allowance.,https://petition.parliament.uk/petitions/559140,rejected,7
Support families of Shielders to also Shield to protect their loved ones.,https://petition.parliament.uk/petitions/559141,open,16
Keep hair salons open in lock down allow people to visit salons,https://petition.parliament.uk/petitions/559142,rejected,21
ReOpen the gyms in UK during lockdown,https://petition.parliament.uk/petitions/559144,rejected,9
Keep hairdressers open during the second lockdown!!!,https://petition.parliament.uk/petitions/559149,rejected,15
Make hidden disability awareness mandatory in the workplace,https://petition.parliament.uk/petitions/559150,open,42
"Consider if the senior all-male COP26 team, complies with the Equality Act 2010?",https://petition.parliament.uk/petitions/559151,rejected,6
Stop selling fireworks in any shop,https://petition.parliament.uk/petitions/559155,rejected,17
Extend SEISS to those with tax returns submitted for the 19/20 financial year,https://petition.parliament.uk/petitions/559156,rejected,6
Make gyms an essential service and allow them to be open during lockdown,https://petition.parliament.uk/petitions/559163,rejected,6
Ban the sale of fireworks to the public,https://petition.parliament.uk/petitions/559165,rejected,12
Stop fireworks being sold to the public,https://petition.parliament.uk/petitions/559166,rejected,21
"Make it an offence to set off fireworks, other than on specified days",https://petition.parliament.uk/petitions/559167,rejected,7
change school starting times from 9 to 10,https://petition.parliament.uk/petitions/559169,rejected,6
This petition is for schools to close during the November Coronavirus lockdown.,https://petition.parliament.uk/petitions/559170,rejected,6
Do not make ANY vaccines/inoculations/immunisations mandatory or compulsory,https://petition.parliament.uk/petitions/559171,rejected,7
Only allow silent fireworks to be sold and used,https://petition.parliament.uk/petitions/559172,rejected,6
Stop the sale of fireworks to the general public.,https://petition.parliament.uk/petitions/559173,rejected,10
Do not close children’s A&E at King George Hospital on 16th November.,https://petition.parliament.uk/petitions/559175,rejected,8
Change the laws for fireworks only to use silent fireworks.,https://petition.parliament.uk/petitions/559177,rejected,12
Allow the British public to vote in relation to nationwide lockdowns,https://petition.parliament.uk/petitions/559180,rejected,21
Change the dates that fireworks can be sold to limit distress caused to animals.,https://petition.parliament.uk/petitions/559182,rejected,6
Establish a guarantor scheme for people seeking private tenancies,https://petition.parliament.uk/petitions/559185,open,10
Introduce legislation  for silent fireworks only.,https://petition.parliament.uk/petitions/559186,rejected,17
Make the public use of fireworks illegal.,https://petition.parliament.uk/petitions/559187,rejected,10
Allow gyms to stay open to help mental health to stay healthy!,https://petition.parliament.uk/petitions/559189,rejected,6
Re-open the Hair Industry!,https://petition.parliament.uk/petitions/559190,rejected,21
Don't close schools. Children's future are at risk.,https://petition.parliament.uk/petitions/559191,rejected,6
BAN FIREWORKS!!,https://petition.parliament.uk/petitions/559193,rejected,7
Make all fireworks silent.,https://petition.parliament.uk/petitions/559197,rejected,21
Ban the sale of fireworks to the general public.,https://petition.parliament.uk/petitions/559198,rejected,21
Change parking in Knebworth high street to one side only for better traffic flow,https://petition.parliament.uk/petitions/559199,rejected,8
LEGALLY BAN ALL FIREWORKS,https://petition.parliament.uk/petitions/559200,rejected,12
Ban firework sales to the public,https://petition.parliament.uk/petitions/559204,rejected,12
Stop the sale of fireworks to the general public.,https://petition.parliament.uk/petitions/559206,rejected,21
Stop fireworks as pets are scared,https://petition.parliament.uk/petitions/559209,rejected,7
BBC stop threats of prosecution when people legally cancel their TV Licence.,https://petition.parliament.uk/petitions/559210,rejected,7
Ban the sale of fireworks to members of the public,https://petition.parliament.uk/petitions/559211,rejected,6
Make all fireworks Silent Or just stop them being sold to the general public.,https://petition.parliament.uk/petitions/559212,rejected,7
Reduce the decibel level of fireworks,https://petition.parliament.uk/petitions/559214,rejected,8
Ban the sale of fireworks to the public,https://petition.parliament.uk/petitions/559215,rejected,20
Ban fire works!,https://petition.parliament.uk/petitions/559217,rejected,15
Make illegal to sell fireworks except to licensed community organisations.,https://petition.parliament.uk/petitions/559218,rejected,7
Stop chaperones being challenged when arriving with vulnerable adults. Covid-19,https://petition.parliament.uk/petitions/559221,rejected,18
Make the sale of fireworks for private/personal displays illegal in the UK,https://petition.parliament.uk/petitions/559227,rejected,6
